数据类型,订单号,采购单号,物料ID,供应商代码,变更类型,原交付日期,新交付日期,变更天数,变更原因,变更来源,变更时间
交期变更记录,SO-2026-06498,PO20270201637,P0011,SUP023,供应商延期,2027/2/14,2027/2/25,11,恶劣天气影响运输,计划员,2027/2/6
交期变更记录,SO-2026-04986,,P0009,SUP037,客户加急,2026/6/11,2026/6/8,-3,客户生产线紧急启动,系统,2026/5/14
交期变更记录,SO-2026-06600,PO20261001639,P0038,SUP005,供应商延期,2026/10/25,2026/11/6,12,上游芯片短缺传导影响,系统,2026/10/10
交期变更记录,SO-2026-01242,,P0100,SUP005,供应商延期,2026/8/19,2026/8/22,3,质量检验不合格返工,系统,2026/7/20
交期变更记录,SO-2026-11003,PO20260601641,P0087,SUP034,供应商延期,2026/6/14,2026/6/21,7,原材料供应紧张导致排产延后,采购员,2026/5/24
交期变更记录,SO-2026-06880,,P0054,SUP007,供应商延期,2026/3/26,2026/4/9,14,产能已被其他大客户占用,计划员,2026/3/16
交期变更记录,SO-2026-08390,,P0029,SUP014,客户加急,2026/9/8,2026/8/26,-13,客户展会提前需要,供应商,2026/8/27
交期变更记录,SO-2026-07546,PO20260501644,P0001,SUP003,供应商延期,2026/5/21,2026/5/29,8,工人返岗率不足,采购员,2026/5/15
交期变更记录,SO-2026-08593,,P0046,SUP036,客户加急,2026/7/2,2026/6/27,-5,竞品上市压力,采购员,2026/6/2
交期变更记录,SO-2026-06631,,P0088,SUP008,物流问题,2026/4/25,2026/4/30,5,跨境物流清关延迟,采购员,2026/4/8
交期变更记录,SO-2026-06618,PO20260701647,P0042,SUP011,供应商延期,2026/7/5,2026/7/8,3,质量检验不合格返工,系统,2026/6/23
交期变更记录,SO-2026-13719,PO20260801648,P0036,SUP035,物流问题,2026/8/17,2026/8/24,7,空运舱位不足改海运,系统,2026/8/12
交期变更记录,SO-2026-06840,PO20261201649,P0070,SUP029,供应商延期,2026/12/7,2026/12/27,20,物流运输途中延误,系统,2026/11/21
交期变更记录,SO-2026-13164,PO20260601650,P0025,SUP028,供应商延期,2026/6/13,2026/6/16,3,工人返岗率不足,系统,2026/5/21
交期变更记录,SO-2026-07476,PO20261101651,P0021,SUP026,供应商延期,2026/11/17,2026/11/24,7,原材料供应紧张导致排产延后,系统,2026/10/24
交期变更记录,SO-2026-07758,PO20260801652,P0013,SUP006,供应商延期,2026/8/12,2026/8/23,11,原材料到货延迟,计划员,2026/7/31
交期变更记录,SO-2026-11976,,P0043,SUP033,物料短缺,2026/7/25,2026/7/10,-15,显示屏面板缺货,计划员,2026/6/30
交期变更记录,SO-2026-06592,PO20270201654,P0072,SUP009,供应商延期,2027/2/10,2027/2/15,5,上游芯片短缺传导影响,系统,2027/2/8
交期变更记录,SO-2026-01356,PO20260701655,P0048,SUP001,供应商延期,2026/7/3,2026/7/17,14,春节假期停工导致产能不足,系统,2026/6/22
交期变更记录,SO-2026-11907,,P0048,SUP015,供应商延期,2026/7/23,2026/8/9,17,质量检验不合格返工,供应商,2026/7/1
交期变更记录,SO-2026-00859,PO20261201657,P0068,SUP013,供应商延期,2026/12/14,2026/12/23,9,设备故障维修影响产出,计划员,2026/11/25
交期变更记录,SO-2026-04554,,P0086,SUP037,供应商延期,2027/3/8,2027/3/22,14,原材料到货延迟,采购员,2027/3/4
交期变更记录,SO-2026-00661,,P0048,SUP026,物料短缺,2026/12/6,2026/12/2,-4,电子元器件市场缺货,采购员,2026/11/10
交期变更记录,SO-2026-02526,PO20260901660,P0058,SUP036,供应商延期,2026/9/13,2026/9/26,13,物流运输途中延误,系统,2026/9/6
交期变更记录,SO-2026-12362,,P0083,SUP024,物料短缺,2026/8/9,2026/7/29,-11,显示屏面板缺货,系统,2026/8/8
交期变更记录,SO-2026-07398,,P0030,SUP026,供应商延期,2026/9/4,2026/9/18,14,恶劣天气影响运输,系统,2026/8/13
交期变更记录,SO-2026-07417,PO20260801663,P0061,SUP022,供应商延期,2026/8/5,2026/8/15,10,供应商产线故障维修,采购员,2026/7/15
交期变更记录,SO-2026-11433,,P0077,SUP020,供应商延期,2026/6/12,2026/6/26,14,供应商原材料短缺,系统,2026/6/6
交期变更记录,SO-2026-13284,,P0076,SUP009,供应商延期,2026/8/24,2026/9/12,19,供应商产线故障维修,系统,2026/8/13
交期变更记录,SO-2026-10809,PO20260601666,P0002,SUP027,物流问题,2026/6/14,2026/6/27,13,跨境物流清关延迟,供应商,2026/5/21
交期变更记录,SO-2026-04717,PO20270201667,P0038,SUP022,物流问题,2027/2/25,2027/3/1,4,运输车辆故障,供应商,2027/2/2
交期变更记录,SO-2026-05383,PO20260801668,P0070,SUP009,供应商延期,2026/8/31,2026/9/6,6,原材料到货延迟,计划员,2026/8/4
交期变更记录,SO-2026-13425,PO20260701669,P0058,SUP029,供应商延期,2026/7/7,2026/7/22,15,质量检验不合格返工,系统,2026/6/28
交期变更记录,SO-2026-11110,PO20260601670,P0058,SUP020,客户加急,2026/6/15,2026/6/11,-4,竞品上市压力,系统,2026/6/4
交期变更记录,SO-2026-02888,PO20260601671,P0036,SUP013,客户加急,2026/6/26,2026/6/21,-5,客户展会提前需要,系统,2026/6/23
交期变更记录,SO-2026-03520,PO20260501672,P0026,SUP011,供应商延期,2026/5/30,2026/6/10,11,工人返岗率不足,系统,2026/5/16
交期变更记录,SO-2026-00883,PO20260501673,P0048,SUP029,物流问题,2026/5/2,2026/5/12,10,空运舱位不足改海运,计划员,2026/4/24
交期变更记录,SO-2026-06966,PO20261201674,P0019,SUP018,供应商延期,2026/12/27,2027/1/11,15,原材料到货延迟,系统,2026/12/26
交期变更记录,SO-2026-03030,PO20270101675,P0093,SUP035,供应商延期,2027/1/1,2027/1/13,12,原材料到货延迟,系统,2026/12/13
交期变更记录,SO-2026-07182,,P0038,SUP028,供应商延期,2026/12/8,2026/12/26,18,物流运输途中延误,计划员,2026/12/3
交期变更记录,SO-2026-10969,PO20260601677,P0039,SUP024,供应商延期,2026/6/13,2026/6/21,8,春节假期停工导致产能不足,系统,2026/5/19
交期变更记录,SO-2026-03496,,P0072,SUP012,供应商延期,2026/10/2,2026/10/14,12,设备故障维修影响产出,采购员,2026/9/17
交期变更记录,SO-2026-08061,,P0063,SUP006,供应商延期,2026/12/15,2026/12/31,16,质量检验不合格返工,系统,2026/11/26
交期变更记录,SO-2026-01454,PO20260601680,P0059,SUP002,物流问题,2026/6/7,2026/6/13,6,运输车辆故障,系统,2026/6/2
交期变更记录,SO-2026-13004,PO20260601681,P0080,SUP021,供应商延期,2026/6/14,2026/6/23,9,供应商产线故障维修,采购员,2026/6/1
交期变更记录,SO-2026-08721,PO20270401682,P0065,SUP023,供应商延期,2027/4/10,2027/4/29,19,恶劣天气影响运输,系统,2027/4/8
交期变更记录,SO-2026-02366,PO20270301683,P0060,SUP023,物流问题,2027/3/2,2027/3/6,4,空运舱位不足改海运,计划员,2027/2/5
交期变更记录,SO-2026-10758,PO20260601684,P0046,SUP034,供应商延期,2026/6/13,2026/6/26,13,供应商原材料短缺,供应商,2026/5/14
交期变更记录,SO-2026-03983,PO20260801685,P0068,SUP030,供应商延期,2026/8/16,2026/8/25,9,供应商产线故障维修,系统,2026/7/30
交期变更记录,SO-2026-03068,,P0076,SUP015,客户加急,2026/6/20,2026/6/13,-7,竞品上市压力,系统,2026/5/22
交期变更记录,SO-2026-05339,PO20260701687,P0064,SUP016,供应商延期,2026/7/11,2026/7/15,4,恶劣天气影响运输,系统,2026/6/13
交期变更记录,SO-2026-04169,,P0042,SUP030,物流问题,2026/11/17,2026/11/22,5,运输车辆故障,计划员,2026/10/18
交期变更记录,SO-2026-08583,PO20261101689,P0043,SUP014,供应商延期,2026/11/29,2026/12/7,8,恶劣天气影响运输,系统,2026/10/31
交期变更记录,SO-2026-10334,PO20260601690,P0033,SUP010,供应商延期,2026/6/13,2026/6/25,12,供应商原材料短缺,客户,2026/6/9
交期变更记录,SO-2026-04248,PO20260901691,P0092,SUP016,供应商延期,2026/9/3,2026/9/12,9,恶劣天气影响运输,系统,2026/8/26
交期变更记录,SO-2026-02259,PO20260601692,P0041,SUP001,供应商延期,2026/6/11,2026/6/30,19,恶劣天气影响运输,供应商,2026/5/23
交期变更记录,SO-2026-00277,PO20260801693,P0088,SUP020,供应商延期,2026/8/8,2026/8/27,19,电力限产政策影响,系统,2026/7/10
交期变更记录,SO-2026-05219,,P0066,SUP020,客户加急,2027/2/15,2027/2/4,-11,客户展会提前需要,计划员,2027/1/27
交期变更记录,SO-2026-05944,,P0075,SUP028,物料短缺,2026/9/8,2026/8/26,-13,显示屏面板缺货,计划员,2026/8/31
交期变更记录,SO-2026-12325,PO20260801696,P0077,SUP023,供应商延期,2026/8/30,2026/9/14,15,供应商产线故障维修,采购员,2026/8/29
交期变更记录,SO-2026-00101,,P0034,SUP017,供应商提前,2027/1/30,2027/1/28,-2,供应商备货充足提前发货,系统,2027/1/13
交期变更记录,SO-2026-04258,PO20270201698,P0013,SUP034,供应商延期,2027/2/16,2027/3/8,20,原材料到货延迟,计划员,2027/1/27
交期变更记录,SO-2026-05025,PO20270501699,P0007,SUP028,客户加急,2027/5/1,2027/4/25,-6,客户生产线紧急启动,计划员,2027/4/6
交期变更记录,SO-2026-00660,PO20260601700,P0020,SUP022,供应商延期,2026/6/22,2026/7/8,16,供应商产线故障维修,采购员,2026/6/5
交期变更记录,SO-2026-07332,PO20260701701,P0018,SUP020,供应商延期,2026/7/12,2026/7/19,7,恶劣天气影响运输,系统,2026/6/19
交期变更记录,SO-2026-13792,PO20260801702,P0087,SUP007,供应商延期,2026/8/8,2026/8/23,15,恶劣天气影响运输,系统,2026/7/26
交期变更记录,SO-2026-09506,PO20261201703,P0045,SUP021,供应商延期,2026/12/2,2026/12/9,7,原材料到货延迟,系统,2026/11/14
交期变更记录,SO-2026-11346,,P0013,SUP011,供应商延期,2026/6/14,2026/7/3,19,质量检验不合格返工,采购员,2026/5/28
交期变更记录,SO-2026-06153,PO20260801705,P0022,SUP016,供应商延期,2026/8/27,2026/8/28,1,供应商原材料短缺,采购员,2026/8/7
交期变更记录,SO-2026-04321,PO20261101706,P0040,SUP022,供应商延期,2026/11/19,2026/12/7,18,原材料到货延迟,采购员,2026/11/11
交期变更记录,SO-2026-12593,PO20260601707,P0060,SUP026,供应商延期,2026/6/12,2026/6/17,5,原材料供应紧张导致排产延后,系统,2026/6/1
交期变更记录,SO-2026-09134,PO20270101708,P0073,SUP022,客户加急,2027/1/14,2027/1/10,-4,客户生产线紧急启动,系统,2027/1/9
交期变更记录,SO-2026-00798,,P0064,SUP013,供应商延期,2027/4/27,2027/4/29,2,春节假期停工导致产能不足,采购员,2027/4/11
交期变更记录,SO-2026-04617,PO20260901710,P0045,SUP028,供应商延期,2026/9/8,2026/9/18,10,产能已被其他大客户占用,计划员,2026/8/20
交期变更记录,SO-2026-13418,PO20260701711,P0011,SUP021,供应商延期,2026/7/30,2026/8/11,12,恶劣天气影响运输,采购员,2026/7/28
交期变更记录,SO-2026-13480,,P0057,SUP003,物料短缺,2026/7/21,2026/7/8,-13,关键芯片供应紧张,系统,2026/7/18
交期变更记录,SO-2026-03799,PO20270201713,P0024,SUP017,供应商延期,2027/2/18,2027/2/28,10,产能已被其他大客户占用,系统,2027/1/23
交期变更记录,SO-2026-10175,PO20260601714,P0072,SUP008,供应商延期,2026/6/16,2026/6/29,13,供应商产线故障维修,系统,2026/6/8
交期变更记录,SO-2026-12594,PO20260601715,P0097,SUP006,物料短缺,2026/6/13,2026/6/7,-6,PCB板交期延长,系统,2026/5/20
交期变更记录,SO-2026-07565,PO20260701716,P0003,SUP027,物流问题,2026/7/23,2026/7/26,3,跨境物流清关延迟,系统,2026/7/19
交期变更记录,SO-2026-05742,PO20260401717,P0084,SUP010,物料短缺,2026/4/4,2026/3/22,-13,PCB板交期延长,系统,2026/3/14
交期变更记录,SO-2026-01463,,P0100,SUP019,供应商延期,2026/12/21,2027/1/3,13,工人返岗率不足,系统,2026/12/20
交期变更记录,SO-2026-13857,PO20260701719,P0046,SUP024,供应商提前,2026/7/27,2026/7/22,-5,供应商优化排产,系统,2026/7/25
交期变更记录,SO-2026-01974,PO20260901720,P0070,SUP014,供应商延期,2026/9/23,2026/10/7,14,供应商原材料短缺,系统,2026/9/7
交期变更记录,SO-2026-11919,PO20260701721,P0095,SUP020,供应商延期,2026/7/14,2026/8/1,18,质量检验不合格返工,采购员,2026/7/9
交期变更记录,SO-2026-09448,PO20260901722,P0090,SUP037,供应商延期,2026/9/8,2026/9/15,7,原材料到货延迟,计划员,2026/8/12
交期变更记录,SO-2026-04001,,P0077,SUP034,供应商延期,2026/3/13,2026/3/14,1,质量检验不合格返工,系统,2026/2/28
交期变更记录,SO-2026-01869,PO20261201724,P0027,SUP028,客户加急,2026/12/26,2026/12/13,-13,补货订单加急处理,系统,2026/12/4
交期变更记录,SO-2026-00882,PO20260801725,P0054,SUP037,供应商延期,2026/8/5,2026/8/7,2,产能已被其他大客户占用,系统,2026/7/23
交期变更记录,SO-2026-01144,PO20261001726,P0096,SUP003,供应商延期,2026/10/19,2026/11/8,20,恶劣天气影响运输,系统,2026/9/25
交期变更记录,SO-2026-09441,,P0008,SUP007,供应商延期,2027/2/18,2027/3/1,11,原材料到货延迟,系统,2027/1/21
交期变更记录,SO-2026-11841,PO20260701728,P0033,SUP003,供应商延期,2026/7/12,2026/7/22,10,恶劣天气影响运输,系统,2026/6/12
交期变更记录,SO-2026-12645,PO20260601729,P0058,SUP005,供应商延期,2026/6/12,2026/6/18,6,质量检验不合格返工,系统,2026/5/18
交期变更记录,SO-2026-05092,PO20260601730,P0081,SUP005,客户加急,2026/6/21,2026/6/9,-12,终端市场需求激增,系统,2026/6/8
交期变更记录,SO-2026-08254,,P0088,SUP010,物流问题,2027/3/2,2027/3/14,12,运输车辆故障,计划员,2027/2/14
交期变更记录,SO-2026-06130,,P0040,SUP027,供应商延期,2026/7/5,2026/7/11,6,原材料到货延迟,系统,2026/6/30
交期变更记录,SO-2026-08799,PO20260701733,P0075,SUP015,物料短缺,2026/7/15,2026/7/8,-7,电子元器件市场缺货,系统,2026/7/9
交期变更记录,SO-2026-06469,,P0001,SUP021,供应商延期,2026/12/28,2026/12/30,2,质量异常批量返工,供应商,2026/12/10
交期变更记录,SO-2026-02902,PO20261101735,P0100,SUP011,供应商延期,2026/11/20,2026/12/5,15,物流受阻导致原料延迟到厂,计划员,2026/11/13
交期变更记录,SO-2026-02222,PO20260401736,P0041,SUP002,供应商延期,2026/4/27,2026/5/14,17,工人返岗率不足,供应商,2026/4/8
交期变更记录,SO-2026-11839,PO20260801737,P0043,SUP017,供应商延期,2026/8/5,2026/8/15,10,供应商原材料短缺,供应商,2026/7/17
交期变更记录,SO-2026-09168,PO20260401738,P0077,SUP032,供应商延期,2026/4/8,2026/4/17,9,供应商原材料短缺,客户,2026/3/12
交期变更记录,SO-2026-10876,PO20260601739,P0065,SUP017,供应商延期,2026/6/13,2026/6/27,14,物流运输途中延误,采购员,2026/6/2
交期变更记录,SO-2026-11432,PO20260601740,P0081,SUP014,供应商延期,2026/6/12,2026/6/27,15,恶劣天气影响运输,计划员,2026/5/27
交期变更记录,SO-2026-11271,,P0076,SUP017,供应商延期,2026/6/13,2026/7/1,18,原材料到货延迟,计划员,2026/5/21
交期变更记录,SO-2026-12715,PO20260601742,P0083,SUP021,客户加急,2026/6/11,2026/6/2,-9,竞品上市压力,系统,2026/6/9
交期变更记录,SO-2026-06947,PO20261201743,P0064,SUP010,客户延后,2026/12/26,2027/1/2,7,客户销售计划调整,系统,2026/12/21
交期变更记录,SO-2026-11997,PO20260601744,P0039,SUP026,供应商延期,2026/6/26,2026/7/1,5,工人返岗率不足,采购员,2026/6/21
交期变更记录,SO-2026-11577,PO20260601745,P0080,SUP005,物料短缺,2026/6/13,2026/6/8,-5,电子元器件市场缺货,系统,2026/5/29
交期变更记录,SO-2026-08428,PO20270101746,P0065,SUP013,供应商延期,2027/1/17,2027/1/28,11,供应商产线故障维修,计划员,2027/1/3
交期变更记录,SO-2026-13624,PO20260701747,P0080,SUP026,供应商延期,2026/7/6,2026/7/19,13,原材料到货延迟,系统,2026/7/3
交期变更记录,SO-2026-01890,PO20261001748,P0077,SUP026,客户加急,2026/10/31,2026/10/26,-5,竞品上市压力,系统,2026/10/12
交期变更记录,SO-2026-02362,,P0083,SUP005,物流问题,2027/2/6,2027/2/19,13,空运舱位不足改海运,系统,2027/1/8
交期变更记录,SO-2026-12446,PO20260601750,P0023,SUP009,供应商延期,2026/6/12,2026/6/21,9,设备故障维修影响产出,供应商,2026/5/31
交期变更记录,SO-2026-09548,PO20260901751,P0070,SUP006,客户加急,2026/9/5,2026/8/25,-11,客户展会提前需要,采购员,2026/8/16
交期变更记录,SO-2026-01525,PO20260501752,P0087,SUP036,供应商延期,2026/5/14,2026/6/3,20,原材料到货延迟,供应商,2026/5/13
交期变更记录,SO-2026-01134,,P0094,SUP031,供应商提前,2026/9/10,2026/9/3,-7,供应商备货充足提前发货,系统,2026/8/19
交期变更记录,SO-2026-01799,,P0042,SUP024,供应商延期,2026/12/13,2026/12/17,4,恶劣天气影响运输,系统,2026/12/9
交期变更记录,SO-2026-07329,PO20261101755,P0015,SUP031,客户加急,2026/11/25,2026/11/10,-15,客户展会提前需要,系统,2026/11/17
交期变更记录,SO-2026-01320,PO20261001756,P0059,SUP024,供应商延期,2026/10/28,2026/11/15,18,供应商原材料短缺,计划员,2026/10/23
交期变更记录,SO-2026-10279,,P0023,SUP027,客户加急,2026/6/11,2026/5/31,-11,客户展会提前需要,计划员,2026/6/8
交期变更记录,SO-2026-11070,,P0093,SUP001,供应商延期,2026/6/16,2026/7/5,19,恶劣天气影响运输,计划员,2026/6/12
交期变更记录,SO-2026-01199,PO20260901759,P0071,SUP002,供应商延期,2026/9/21,2026/10/3,12,原材料到货延迟,采购员,2026/9/16
交期变更记录,SO-2026-09043,PO20260901760,P0042,SUP037,供应商延期,2026/9/14,2026/9/24,10,质量检验不合格返工,采购员,2026/8/25
交期变更记录,SO-2026-01243,PO20270201761,P0003,SUP001,供应商延期,2027/2/27,2027/3/2,3,电力限产政策影响,系统,2027/1/29
交期变更记录,SO-2026-03411,,P0032,SUP031,供应商延期,2026/7/13,2026/8/2,20,恶劣天气影响运输,系统,2026/6/22
交期变更记录,SO-2026-07902,PO20270101763,P0027,SUP015,客户加急,2027/1/13,2027/1/3,-10,竞品上市压力,系统,2026/12/16
交期变更记录,SO-2026-09749,,P0078,SUP020,客户加急,2026/11/28,2026/11/20,-8,终端市场需求激增,系统,2026/11/15
交期变更记录,SO-2026-13105,PO20260601765,P0087,SUP017,客户加急,2026/6/14,2026/6/9,-5,终端市场需求激增,系统,2026/6/11
交期变更记录,SO-2026-09251,PO20261201766,P0100,SUP023,供应商延期,2026/12/25,2026/12/29,4,质量检验不合格返工,系统,2026/12/23
交期变更记录,SO-2026-02657,,P0036,SUP024,供应商提前,2027/1/10,2027/1/9,-1,供应商产能释放提前,系统,2026/12/11
交期变更记录,SO-2026-04057,PO20260501768,P0083,SUP015,物流问题,2026/5/8,2026/5/20,12,跨境物流清关延迟,系统,2026/4/25
交期变更记录,SO-2026-06452,PO20261001769,P0009,SUP029,客户加急,2026/10/26,2026/10/23,-3,客户展会提前需要,系统,2026/9/27
交期变更记录,SO-2026-09921,PO20270101770,P0029,SUP034,供应商延期,2027/1/1,2027/1/2,1,恶劣天气影响运输,系统,2026/12/6
交期变更记录,SO-2026-06493,PO20261101771,P0052,SUP003,物流问题,2026/11/22,2026/11/29,7,运输车辆故障,系统,2026/11/9
交期变更记录,SO-2026-11123,,P0060,SUP018,供应商延期,2026/6/12,2026/6/15,3,原材料到货延迟,供应商,2026/6/5
